uber-10k.csv D = 0.02 M = 10 K = 500 L = 2
Number of points = 10000
Number of Outliers = 236
Cell: (5755, -10454)  Size = 1
Cell: (5750, -10465)  Size = 1
Cell: (5750, -10503)  Size = 1
Cell: (5750, -10515)  Size = 1
Cell: (5768, -10457)  Size = 1
Cell: (5763, -10450)  Size = 1
Cell: (5778, -10399)  Size = 1
Cell: (5762, -10445)  Size = 1
Cell: (5748, -10459)  Size = 1
Cell: (5758, -10489)  Size = 1
Cell: (5769, -10534)  Size = 1
Cell: (5789, -10470)  Size = 1
Cell: (5789, -10444)  Size = 1
Cell: (5773, -10482)  Size = 1
Cell: (5751, -10442)  Size = 1
Cell: (5762, -10487)  Size = 1
Cell: (5745, -10460)  Size = 1
Cell: (5762, -10455)  Size = 1
Cell: (5779, -10454)  Size = 1
Cell: (5764, -10449)  Size = 1
Cell: (5758, -10475)  Size = 1
Cell: (5791, -10500)  Size = 1
Cell: (5804, -10421)  Size = 1
Cell: (5780, -10451)  Size = 1
Cell: (5760, -10473)  Size = 1
Cell: (5782, -10451)  Size = 1
Cell: (5778, -10455)  Size = 1
Cell: (5763, -10524)  Size = 1
Cell: (5769, -10474)  Size = 1
Cell: (5753, -10500)  Size = 1
Cell: (5754, -10457)  Size = 1
Cell: (5775, -10480)  Size = 1
Cell: (5779, -10456)  Size = 1
Cell: (5760, -10503)  Size = 1
Cell: (5761, -10454)  Size = 1
Cell: (5775, -10444)  Size = 1
Cell: (5771, -10488)  Size = 1
Cell: (5764, -10525)  Size = 1
Cell: (5751, -10464)  Size = 1
Cell: (5752, -10445)  Size = 1
Cell: (5755, -10438)  Size = 1
Cell: (5767, -10444)  Size = 1
Cell: (5766, -10455)  Size = 1
Cell: (5751, -10452)  Size = 1
Cell: (5766, -10447)  Size = 1
Cell: (5765, -10430)  Size = 1
Cell: (5751, -10456)  Size = 1
Cell: (5740, -10461)  Size = 1
Cell: (5761, -10498)  Size = 1
Cell: (5762, -10441)  Size = 1
Cell: (5760, -10519)  Size = 1
Cell: (5765, -10496)  Size = 1
Cell: (5745, -10466)  Size = 1
Cell: (5785, -10452)  Size = 1
Cell: (5761, -10416)  Size = 1
Cell: (5749, -10458)  Size = 1
Cell: (5740, -10457)  Size = 1
Cell: (5774, -10443)  Size = 1
Cell: (5748, -10461)  Size = 1
Cell: (5765, -10452)  Size = 1
Cell: (5781, -10472)  Size = 1
Cell: (5762, -10411)  Size = 1
Cell: (5773, -10456)  Size = 1
Cell: (5763, -10458)  Size = 1
Cell: (5775, -10450)  Size = 1
Cell: (5747, -10428)  Size = 1
Cell: (5771, -10456)  Size = 1
Cell: (5756, -10441)  Size = 1
Cell: (5748, -10515)  Size = 1
Cell: (5755, -10462)  Size = 1
Cell: (5755, -10492)  Size = 1
Cell: (5800, -10427)  Size = 1
Cell: (5778, -10447)  Size = 1
Cell: (5760, -10447)  Size = 1
Cell: (5752, -10453)  Size = 1
Cell: (5748, -10455)  Size = 1
Cell: (5757, -10452)  Size = 1
Cell: (5749, -10459)  Size = 2
Cell: (5757, -10463)  Size = 2
Cell: (5754, -10458)  Size = 2
Cell: (5767, -10469)  Size = 2
Cell: (5774, -10458)  Size = 2
Cell: (5781, -10449)  Size = 2
Cell: (5786, -10476)  Size = 2
Cell: (5767, -10467)  Size = 2
Cell: (5763, -10449)  Size = 2
Cell: (5760, -10490)  Size = 2
Cell: (5757, -10441)  Size = 2
Cell: (5761, -10469)  Size = 2
Cell: (5770, -10462)  Size = 2
Cell: (5769, -10457)  Size = 2
Cell: (5768, -10460)  Size = 2
Cell: (5750, -10460)  Size = 2
Cell: (5762, -10456)  Size = 2
Cell: (5763, -10445)  Size = 2
Cell: (5768, -10454)  Size = 2
Cell: (5745, -10461)  Size = 2
Cell: (5760, -10488)  Size = 2
Cell: (5760, -10476)  Size = 2
Cell: (5762, -10454)  Size = 2
Cell: (5770, -10458)  Size = 2
Cell: (5765, -10453)  Size = 2
Cell: (5761, -10455)  Size = 2
Cell: (5744, -10456)  Size = 2
Cell: (5772, -10458)  Size = 2
Cell: (5755, -10475)  Size = 2
Cell: (5752, -10458)  Size = 2
Cell: (5768, -10458)  Size = 2
Cell: (5765, -10469)  Size = 2
Cell: (5755, -10457)  Size = 2
Cell: (5741, -10461)  Size = 2
Cell: (5764, -10472)  Size = 2
Cell: (5776, -10458)  Size = 2
Cell: (5769, -10459)  Size = 2
Cell: (5759, -10441)  Size = 2
Cell: (5747, -10435)  Size = 2
Cell: (5770, -10500)  Size = 2
Cell: (5763, -10454)  Size = 2
Cell: (5764, -10455)  Size = 2
Cell: (5775, -10486)  Size = 2
Cell: (5780, -10475)  Size = 2
Cell: (5773, -10472)  Size = 2
Cell: (5750, -10449)  Size = 2
Cell: (5755, -10460)  Size = 2
Cell: (5759, -10472)  Size = 2
Cell: (5766, -10453)  Size = 2
Cell: (5767, -10468)  Size = 2
Cell: (5775, -10458)  Size = 2
Cell: (5783, -10440)  Size = 2
Cell: (5762, -10457)  Size = 2
Cell: (5756, -10459)  Size = 2
Cell: (5783, -10452)  Size = 2
Cell: (5763, -10448)  Size = 2
Cell: (5753, -10496)  Size = 2
Cell: (5739, -10460)  Size = 2
Cell: (5744, -10471)  Size = 2
Cell: (5770, -10465)  Size = 2
Cell: (5766, -10467)  Size = 2
Cell: (5753, -10456)  Size = 2
Cell: (5765, -10456)  Size = 2
Cell: (5802, -10425)  Size = 2
Cell: (5763, -10444)  Size = 2
Cell: (5778, -10449)  Size = 2
Cell: (5759, -10460)  Size = 2
